date,sitename,city,lat,lon,scientificname,trait_description,cultivar,plant_height_cm
2014-10-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI156217,422.0
2014-10-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI153877,416.0
2014-10-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569447,363.0
2014-10-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI620072,406.0
2014-10-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI563355,344.0
2014-10-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI562730,467.0
2014-10-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI513898,342.0
2014-10-12 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569454,431.0
2014-10-12 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329310,390.0
2014-10-12 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI585454,368.0
2014-10-12 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI585467,334.0
2014-10-12 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569425,268.0
2014-10-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329473,455.0
2014-10-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI337680,335.0
2014-10-15 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI330181,490.0
