date,sitename,city,lat,lon,scientificname,trait_description,cultivar,plant_height_cm
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI535783,187.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI533902,163.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI92270,195.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI542718,141.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI535795,206.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI655981,191.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI253986,227.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641836,193.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI550604,138.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI535796,153.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI218112,195.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI181899,190.0
2014-08-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI576399,173.0
2014-08-21 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI540518,249.0
2014-08-21 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641817,224.0
2014-08-21 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641830,224.0
2014-08-21 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI535792,102.0
2014-08-21 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI181080,235.0
2014-08-21 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI656035,199.0
2014-08-23 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI593916,120.0
2014-08-23 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI561840,172.0
2014-08-23 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI533998,184.0
2014-08-23 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641807,203.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI655972,173.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI642998,318.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI176766,323.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641815,219.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641862,213.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI180348,178.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI297155,236.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI157804,257.0
2014-08-25 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI534165,62.0
2014-08-27 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641821,204.0
2014-08-27 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI181083,180.0
2014-08-29 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI179749,200.0
2014-08-29 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI19770,277.0
2014-08-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI175919,225.0
2014-08-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641835,270.0
2014-08-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI144134,269.0
2014-08-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI656065,176.0
2014-08-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI365512,90.0
2014-08-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI526905,121.0
2014-08-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641810,233.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641824,255.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI586499,288.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI196586,221.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI170787,232.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI656026,114.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI195754,237.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI535794,114.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI154988,153.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI35038,233.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329435,154.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI534120,101.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI656015,160.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641860,253.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI250583,278.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI535793,146.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI63715,232.0
2014-08-31 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI535785,240.0
2014-09-02 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI147224,290.0
2014-09-02 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI22913,303.0
2014-09-02 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641829,252.0
2014-09-02 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI197542,189.0
2014-09-04 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI564163,113.0
2014-09-04 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI226096,336.0
2014-09-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI655983,270.0
2014-09-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI145633,241.0
2014-09-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI52606,154.0
2014-09-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI213900,293.0
2014-09-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI576401,125.0
2014-09-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI300119,260.0
2014-09-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI562717,300.0
2014-09-08 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI155760,304.0
2014-09-08 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI196598,227.0
2014-09-08 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI586537,244.0
2014-09-08 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI302252,316.0
2014-09-08 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI146890,330.0
2014-09-09 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI527045,141.0
2014-09-11 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI300118,332.0
2014-09-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI255744,292.0
2014-09-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI156890,300.0
2014-09-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641807,262.0
2014-09-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI653616,338.0
2014-09-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI586435,273.0
2014-09-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI196583,313.0
2014-09-14 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641834,257.0
2014-09-16 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI533792,89.5
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641850,325.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI651491,383.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI330199,474.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI251672,318.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI586541,322.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI167093,400.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI653616,320.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569244,425.0
2014-09-17 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI655978,97.0
2014-09-18 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI566819,353.0
2014-09-19 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI152828,184.0
2014-09-20 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI291246,340.0
2014-09-20 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI651495,348.0
2014-09-27 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329466,518.0
2014-09-28 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI651496,358.0
2014-09-28 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI221548,258.0
2014-09-28 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569090,375.0
2014-09-28 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,RIO,333.0
2014-09-29 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI152694,398.0
2014-09-29 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI641892,262.0
2014-09-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI145619,207.0
2014-09-30 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329301,300.0
2014-10-01 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI145626,305.0
2014-10-02 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI229841,320.0
2014-10-02 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI651493,347.0
2014-10-04 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329256,400.0
2014-10-04 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI152728,355.0
2014-10-04 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI330185,405.0
2014-10-04 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329646,490.0
2014-10-04 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569097,445.0
2014-10-05 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329584,405.0
2014-10-05 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329480,470.0
2014-10-05 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI152923,310.0
2014-10-05 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI156871,340.0
2014-10-05 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329471,480.0
2014-10-05 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570073,285.0
2014-10-05 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329569,525.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI455280,400.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570400,334.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570087,362.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569452,429.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570075,368.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI267573,454.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329299,422.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570071,356.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329710,445.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI157030,382.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329319,370.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI562985,359.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI152965,197.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI585577,268.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI152961,348.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569148,433.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI297171,372.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI653617,342.0
2014-10-06 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570039,368.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI257599,318.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI651497,382.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569433,276.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570091,336.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI570047,289.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329338,400.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI563329,460.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI569421,272.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329286,385.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI156330,348.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI521019,409.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI563222,326.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI330196,485.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329403,495.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI152727,346.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI563196,411.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI573193,327.0
2014-10-07 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329673,379.0
2014-10-08 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI562981,273.0
2014-10-08 19:00:00-05:00,Clemson University Pee Dee Research and Education Center,Florence,34.289,-79.737,Sorghum bicolor,Maximum vertical height from the base of the plant.,PI329300,432.0
