date,sitename,range,pass,lat,lon,cultivar,trait_description,canopy_height_cm
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 24 Pass 15,24,15,39.1397100270389,-96.6315277457293,PI267573,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 6 Pass 12,6,12,39.1390670439025,-96.6316249518845,PI655978,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",47.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 26,8,26,39.1391341392429,-96.6311317206674,PI655981,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",56.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 5 Pass 22,5,22,39.1390290178065,-96.63127220883021,PI655972,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",44.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 7 Pass 2,7,2,39.1391049402415,-96.6319785033317,PI655972,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 5,12,5,39.1392842177386,-96.6318745956205,PI653616,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",49.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 17,12,17,39.13928063206129,-96.63145228328501,PI653617,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",40.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 13 Pass 11,13,11,39.13931774059329,-96.6316631624584,PI653617,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",49.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 33 Pass 3,33,3,39.1400342891238,-96.63195403598259,PI646266,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 9 Pass 17,9,17,39.13917204149271,-96.6314510638061,PI651495,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",47.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 3,12,3,39.139284812091,-96.6319453887448,PI651495,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",39.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 13,8,13,39.13913770951879,-96.63159093006858,PI651496,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",38.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 25,12,25,39.139278224406794,-96.6311687564736,PI651496,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",54.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 21 Pass 4,21,4,39.139605971961004,-96.63191376216422,PI643016,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",37.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 35 Pass 22,35,22,39.14009876468071,-96.6312854211426,PI646242,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",47.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 32 Pass 4,32,4,39.139997282608704,-96.6319185171859,PI646251,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",35.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 14 Pass 18,14,18,39.1393515075416,-96.6314175220076,PI642998,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 10 Pass 9,10,9,39.1392109591941,-96.63173338115759,PI641850,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 8,8,8,39.1391390871656,-96.63176802012751,PI641860,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 13 Pass 21,13,21,39.1393149202495,-96.63131126152192,PI641860,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 14 Pass 15,14,15,39.139352330107705,-96.6315234451325,PI656035,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",50.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 11 Pass 23,11,23,39.1392428882162,-96.6312395406231,PI641892,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",50.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 3,8,3,39.1391404462499,-96.63194372391979,PI656015,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 2 Pass 2,2,2,39.1389281130879,-96.63197630305821,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",49.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 13 Pass 14,13,14,39.1393169018428,-96.6315585096289,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 13 Pass 2,13,2,39.1393202923514,-96.6319811817895,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",48.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 11 Pass 3,11,3,39.13924836611321,-96.6319449620057,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 1,12,1,39.1392854030622,-96.63201508849029,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 10 Pass 1,10,1,39.1392137511541,-96.6320141195619,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",52.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 10 Pass 27,10,27,39.1392046291113,-96.6310977668334,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",52.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 6 Pass 22,6,22,39.1390643036778,-96.6312726492839,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",34.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 6 Pass 27,6,27,39.1390629229017,-96.6310959336529,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",51.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 1,8,1,39.139140985412396,-96.63201315617219,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",59.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 11,8,11,39.13913825329671,-96.6316608649511,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 3 Pass 23,3,23,39.1389574704234,-96.6312362717223,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",54.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 3 Pass 6,3,6,39.138962159027706,-96.6318354635544,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",52.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 4 Pass 1,4,1,39.1389986427559,-96.6320112451441,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 4 Pass 12,4,12,39.1389957132484,-96.63162402781509,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",52.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 4 Pass 27,4,27,39.1389917073626,-96.63109500329399,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",47.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 5 Pass 14,5,14,39.1390310137162,-96.6315548732596,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 9 Pass 5,9,5,39.1391764515689,-96.631873349171,PI92270,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",61.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 14 Pass 17,14,17,39.13935178051,-96.63145308289481,PI92270,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",65.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 2 Pass 1,2,1,39.138928400294795,-96.6320103023254,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",49.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 13 Pass 5,13,5,39.1393194371939,-96.6318749920775,PI655983,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",38.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 11 Pass 13,11,13,39.1392456310085,-96.6315923243053,PI642998,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 11 Pass 15,11,15,39.1392450880963,-96.6315221485866,PI641817,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 10 Pass 11,10,11,39.1392102476978,-96.63166178023572,PI641824,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",36.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 28 Pass 3,28,3,39.139854760089,-96.6319519630397,PI585406,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",44.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 32 Pass 8,32,8,39.1399961558541,-96.63177834668271,PI585448,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",54.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 30 Pass 12,30,12,39.139924245619895,-96.63163599756399,PI570371,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",31.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 19 Pass 6,19,6,39.13953267554,-96.63184234965759,PI330858,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",47.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 25 Pass 25,25,25,39.139741819239504,-96.6311747066254,PI330833,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",39.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 23 Pass 8,23,8,39.139676420664394,-96.6317744915273,PI330833,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",41.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 32 Pass 26,32,26,39.139991035292,-96.63114293062179,PI330807,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",51.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 33 Pass 26,33,26,39.140027591823504,-96.63114341474329,PI570371,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",32.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 16 Pass 24,16,24,39.1394206518773,-96.6312061704302,PI570373,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",38.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 17 Pass 13,17,13,39.1394596218117,-96.6315951044993,PI570431,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 4 Pass 25,4,25,39.1389922367475,-96.6311650752793,PI576399,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 35 Pass 9,35,9,39.140103533883796,-96.6317437505557,PI570109,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 21 Pass 16,21,16,39.139603196531795,-96.6314908544025,PI570110,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 29 Pass 9,29,9,39.1398887859923,-96.6317412553962,PI570110,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 21 Pass 15,21,15,39.1396034327275,-96.6315264587233,PI570087,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",35.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 24 Pass 22,24,22,39.139707870872705,-96.6312805984079,PI570090,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",39.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 33 Pass 13,33,13,39.1400313889087,-96.6316025261377,PI570091,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 22 Pass 10,22,10,39.1396395358389,-96.63170268749491,PI570096,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",41.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 29 Pass 26,29,26,39.139884279722295,-96.6311415330386,PI570071,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",35.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 23 Pass 10,23,10,39.1396758090203,-96.63170312865931,PI583832,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",63.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 21 Pass 19,21,19,39.1396024983461,-96.63138511346159,PI583832,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",54.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 7 Pass 9,7,9,39.139103074038,-96.6317321303936,PI576399,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 9 Pass 13,9,13,39.1391735074521,-96.63159139362409,PI586443,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 7,12,7,39.1392836248415,-96.6318048342757,PI641829,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",49.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 15 Pass 5,15,5,39.139391290835206,-96.63187583061328,PI641830,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",41.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 11 Pass 12,11,12,39.139245899983,-96.6316272518163,PI641835,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",39.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 13 Pass 15,13,15,39.1393166203531,-96.631523004279,PI641835,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",32.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 20,12,20,39.139279731637295,-96.63134648936631,PI641807,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 9 Pass 7,9,7,39.139175720981996,-96.63180345281741,PI641810,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",31.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 15 Pass 19,15,19,39.1393866304128,-96.6313827903163,PI641815,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",39.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 22 Pass 17,22,17,39.1396376292516,-96.63145629310871,PI620072,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 31 Pass 7,31,7,39.1399610858019,-96.63181350572701,PI620072,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 27,12,27,39.1392776314402,-96.6310987255258,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 27 Pass 15,27,15,39.1398162755939,-96.63152902037771,PI619807,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",39.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 13 Pass 17,13,17,39.1393160539726,-96.6314526710848,PI586541,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",48.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 22 Pass 20,22,20,39.1396368089966,-96.6313508045944,PI585467,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 30 Pass 9,30,9,39.139924989202,-96.63174167910091,PI585608,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",52.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 35 Pass 21,35,21,39.1400991341188,-96.6313214177128,PI585608,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",47.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 32 Pass 17,32,17,39.139993591582495,-96.6314602825805,PI585954,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",51.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 35 Pass 4,35,4,39.1401053682349,-96.6319198325617,PI585961,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",41.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 33 Pass 19,33,19,39.140029624175504,-96.63138971692659,PI585966,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",40.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 9 Pass 6,9,6,39.1391760750739,-96.63183804852508,PI586435,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",44.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 17,8,17,39.1391366183181,-96.6314506671599,PI586443,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",44.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 8 Pass 7,8,7,39.1391393576709,-96.63180298827851,PI586541,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",44.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 22 Pass 15,22,15,39.1396381795016,-96.63152688338621,PI570074,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",44.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 15 Pass 14,15,14,39.1393883021124,-96.6315594259372,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",50.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 14 Pass 27,14,27,39.1393490368598,-96.6310996545388,Richardson,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 24 Pass 12,24,12,39.1397109437454,-96.6316332511647,PI156217,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 23 Pass 21,23,21,39.139672527041704,-96.63131589408809,PI156330,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 25 Pass 7,25,7,39.1397472135135,-96.63181076095209,PI156330,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",40.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 21 Pass 24,21,24,39.1396013386937,-96.6312083404233,PI156463,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",58.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 18 Pass 26,18,26,39.1394916587769,-96.6311363939577,PI156487,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",50.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 25 Pass 13,25,13,39.1397454170342,-96.6315988078549,PI156487,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 22 Pass 24,22,24,39.1396357078575,-96.6312087592988,PI157033,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",62.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 19 Pass 9,19,9,39.1395318395333,-96.6317371157858,PI157035,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",48.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 10 Pass 19,10,19,39.1392074449622,-96.63138085435591,PI157804,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",54.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 14 Pass 6,14,6,39.1393547794464,-96.63184020534729,PI157804,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",47.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 23 Pass 13,23,13,39.1396749215304,-96.631597894829,PI167093,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",49.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 12,12,12,39.1392821196034,-96.6316277245828,PI170787,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 10 Pass 12,10,12,39.1392098967123,-96.63162678324859,PI175919,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.0
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 9 Pass 18,9,18,39.1391716745211,-96.63141560517799,PI176766,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",42.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 12 Pass 18,12,18,39.1392803335754,-96.6314167629607,PI179749,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",37.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 9 Pass 3,9,3,39.1391771837839,-96.6319441466853,PI179749,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",43.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 15 Pass 18,15,18,39.1393869682859,-96.6314178954519,PI181080,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",64.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 5 Pass 17,5,17,39.1390302673778,-96.63144946692042,PI181083,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 34 Pass 10,34,10,39.1400679696666,-96.6317079905599,PI562990,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",46.7
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 24 Pass 7,24,7,39.1397124909246,-96.63181032407049,PI155885,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",45.3
2016-07-15 00:00:00-05:00,Ashland Bottoms KSU 2016 Season Range 3 Pass 9,3,9,39.138961341564205,-96.631730488773,SC35,"top of the general canopy of the plant, discounting any exceptional branches, leaves or photosynthetic portions of the inflorescence.",53.3
